year,value,units,variable_code
2023,Level 3,LL12,Property Operators and Real Estate Services
2023,Level 3,LL12,Property Operators and Real Estate Services
2023,Level 3,LL12,Property Operators and Real Estate Services
2023,Level 3,LL12,Property Operators and Real Estate Services
2023,Level 3,LL12,Property Operators and Real Estate Services
2023,Level 3,LL12,Property Operators and Real Estate Services
2023,Level 3,LL12,Property Operators and Real Estate Services
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL122,Non-Residential Property Operation
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 4,LL123,Real Estate Services
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 1,MN,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 3,MN11,"Professional
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN111,"Scientific
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN112,Legal and Accounting Services
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN113,"Advertising
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN114,Veterinary and Other Professional Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 4,MN115,Computer System Design and Related Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 3,MN21,Administrative and Support Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN211,Travel Agency and Tour Arrangement Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN212,Employment and Other Administrative Services
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 4,MN213,"Building Cleaning
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 1,OO,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 3,OO21,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 4,OO213,"Public Order
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 1,PP,Education and Training
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP111,Preschool Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP112,School Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP113,Tertiary Education
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 4,PP114,"Adult
2023,Level 1,QQ,Health Care and Social Assistance
2023,Level 1,QQ,Health Care and Social Assistance
2023,Level 1,QQ,Health Care and Social Assistance
